customer_id,monthly_txn_avg,last_transaction_date,complaint_count,login_frequency_monthly,churn_probability,churn_flag,Risk_Segment
C103690,0.8,03-05-2026,1,10,0.135,No,Medium Risk
C103691,0.4,17-06-2026,2,16,0.16,Yes,Medium Risk
C103692,0.9,27-05-2026,1,6,0.135,No,Medium Risk
C103693,0.9,20-06-2026,1,6,0.135,No,Medium Risk
C103694,0.4,24-06-2026,0,7,0.135,No,Low Risk
C103695,0.9,26-03-2026,1,7,0.16,No,Medium Risk
C103696,0.8,25-04-2026,0,5,0.135,No,Low Risk
C103697,0.9,29-06-2026,0,16,0.135,No,Low Risk
C103698,1.1,25-05-2026,1,11,0.135,No,Medium Risk
C103699,0.9,06-04-2026,0,6,0.135,No,Low Risk
C103700,1.1,30-05-2026,0,3,0.17,No,Low Risk
C103701,0.6,17-02-2026,0,8,0.16,No,Low Risk
C103702,0.7,26-05-2026,0,10,0.135,No,Low Risk
C103703,0.9,20-06-2026,3,14,0.16,No,Medium Risk
C103704,0.9,05-06-2026,1,10,0.135,No,Medium Risk
C103705,0.6,09-04-2026,0,8,0.135,Yes,Low Risk
C103706,0.5,03-05-2026,2,3,0.195,No,Medium Risk
C103707,0.9,13-06-2026,1,7,0.135,No,Medium Risk
C103708,0.8,30-05-2026,1,11,0.135,No,Medium Risk
C103709,0.6,30-06-2026,2,8,0.16,Yes,Medium Risk
C103710,1.2,19-06-2026,0,12,0.135,Yes,Low Risk
C103711,0.6,05-04-2026,2,13,0.16,No,Medium Risk
C103712,1.4,04-06-2026,1,7,0.135,No,Medium Risk
C103713,0.8,18-05-2026,1,9,0.135,No,Medium Risk
C103714,0.8,18-03-2026,2,7,0.185,No,Medium Risk
C103715,0.8,17-05-2026,1,9,0.135,No,Medium Risk
C103716,1.1,01-06-2026,1,12,0.135,No,Medium Risk
C103717,0.9,15-05-2026,0,7,0.135,No,Low Risk
C103718,0.8,08-05-2026,1,10,0.135,No,Medium Risk
C103719,0.7,22-05-2026,0,8,0.135,No,Low Risk
C103720,0.9,31-03-2026,1,16,0.16,No,Medium Risk
C103721,1.1,27-06-2026,0,3,0.17,Yes,Low Risk
C103722,0.7,27-04-2026,2,11,0.16,Yes,Medium Risk
C103723,1.1,26-05-2026,2,7,0.16,No,Medium Risk
C103724,0.8,23-06-2026,0,11,0.135,No,Low Risk
C103725,0.7,29-05-2026,0,3,0.17,No,Low Risk
C103726,1.1,18-03-2026,0,9,0.16,No,Low Risk
C103727,0.7,11-05-2026,2,8,0.16,Yes,Medium Risk
C103728,0.9,26-05-2026,1,7,0.135,No,Medium Risk
C103729,1,24-06-2026,0,6,0.135,No,Low Risk
C103730,1,27-06-2026,0,15,0.135,No,Low Risk
C103731,0.7,22-05-2026,0,5,0.135,No,Low Risk
C103732,0.8,11-06-2026,2,7,0.16,No,Medium Risk
C103733,0.4,11-05-2026,1,5,0.135,No,Medium Risk
C103734,1.2,23-06-2026,2,0,0.195,Yes,Medium Risk
C103735,0.9,08-04-2026,0,13,0.135,No,Low Risk
C103736,0.9,07-03-2026,0,13,0.16,No,Low Risk
C103737,0.9,15-06-2026,0,8,0.135,No,Low Risk
C103738,1,25-05-2026,0,6,0.135,No,Low Risk
C103739,0.6,06-06-2026,0,12,0.135,No,Low Risk
C103740,0.8,07-05-2026,1,8,0.135,No,Medium Risk
C103741,0.7,05-06-2026,0,9,0.135,No,Low Risk
C103742,0.9,14-06-2026,0,5,0.135,No,Low Risk
C103743,0.8,18-06-2026,0,9,0.135,No,Low Risk
C103744,0.7,02-06-2026,0,14,0.135,No,Low Risk
C103745,0.7,07-06-2026,0,10,0.135,Yes,Low Risk
C103746,0.5,29-06-2026,1,0,0.17,Yes,Medium Risk
C103747,1,13-06-2026,1,19,0.135,No,Medium Risk
C103748,0.9,25-05-2026,2,6,0.16,No,Medium Risk
C103749,0.9,30-05-2026,1,13,0.135,Yes,Medium Risk
C103750,1.1,21-04-2026,3,10,0.16,No,Medium Risk
C103751,0.4,24-02-2026,1,6,0.16,No,Medium Risk
C103752,0.8,24-02-2026,2,10,0.185,No,Medium Risk
C103753,0.8,21-06-2026,0,7,0.135,Yes,Low Risk
C103754,0.8,27-05-2026,1,10,0.135,No,Medium Risk
C103755,0.8,15-05-2026,1,1,0.17,No,Medium Risk
C103756,0.6,15-05-2026,2,14,0.16,No,Medium Risk
C103757,1.4,13-06-2026,1,5,0.135,No,Medium Risk
C103758,1.4,28-06-2026,0,8,0.135,No,Low Risk
C103759,1,25-05-2026,0,7,0.135,Yes,Low Risk
C103760,0.9,21-06-2026,1,9,0.135,No,Medium Risk
C103761,0.6,16-11-2025,1,14,0.16,No,Medium Risk
C103762,0.9,19-06-2026,3,9,0.16,No,Medium Risk
C103763,0.9,30-06-2026,2,8,0.16,No,Medium Risk
C103764,0.7,24-05-2026,1,13,0.135,No,Medium Risk
C103765,0.8,13-06-2026,0,8,0.135,No,Low Risk
C103766,0.9,30-04-2026,1,5,0.135,No,Medium Risk
C103767,1.3,18-03-2026,0,6,0.16,No,Low Risk
C103768,1.1,23-06-2026,1,11,0.135,No,Medium Risk
C103769,1.1,30-06-2026,1,15,0.135,No,Medium Risk
C103770,0.5,22-06-2026,1,5,0.135,Yes,Medium Risk
C103771,0.8,01-06-2026,1,9,0.135,No,Medium Risk
C103772,1,26-06-2026,0,9,0.135,No,Low Risk
C103773,0.7,23-05-2026,2,14,0.16,No,Medium Risk
C103774,0.5,28-06-2026,1,12,0.135,No,Medium Risk
C103775,0.7,14-05-2026,2,0,0.195,Yes,Medium Risk
C103776,0.7,05-06-2026,2,9,0.16,No,Medium Risk
C103777,1.4,09-06-2026,1,12,0.135,No,Medium Risk
C103778,1,15-06-2026,0,11,0.135,No,Low Risk
C103779,1.1,10-03-2026,1,6,0.16,Yes,Medium Risk
C103780,0.8,24-06-2026,1,11,0.135,Yes,Medium Risk
C103781,0.8,28-06-2026,3,3,0.195,No,Medium Risk
C103782,0.9,23-06-2026,0,1,0.17,No,Low Risk
C103783,1.2,25-06-2026,0,7,0.135,No,Low Risk
C103784,0.8,24-06-2026,1,9,0.135,No,Medium Risk
C103785,1.3,17-05-2026,1,3,0.17,No,Medium Risk
C103786,0.4,02-05-2026,1,14,0.135,No,Medium Risk
C103787,0.7,11-06-2026,1,12,0.135,No,Medium Risk
C103788,0.8,17-05-2026,0,8,0.135,No,Low Risk
C103789,0.6,11-06-2026,0,11,0.135,Yes,Low Risk
C103790,0.9,11-04-2026,1,13,0.135,No,Medium Risk
C103791,1.1,27-03-2026,0,10,0.16,No,Low Risk
C103792,0.7,24-06-2026,2,9,0.16,No,Medium Risk
C103793,0.9,06-06-2026,0,11,0.135,No,Low Risk
C103794,0.9,24-04-2026,2,12,0.16,No,Medium Risk
C103795,0.7,16-06-2026,0,17,0.135,No,Low Risk
C103796,1.1,30-06-2026,0,11,0.135,No,Low Risk
C103797,0.9,11-06-2026,1,12,0.135,No,Medium Risk
C103798,1,08-06-2026,1,7,0.135,Yes,Medium Risk
C103799,0.8,04-05-2026,0,7,0.135,No,Low Risk
C103800,0.9,11-04-2026,0,12,0.135,No,Low Risk
C103801,1.1,24-06-2026,0,3,0.17,Yes,Low Risk
C103802,1.1,02-06-2026,0,9,0.135,No,Low Risk
C103803,0.8,03-06-2026,1,8,0.135,Yes,Medium Risk
C103804,0.8,14-06-2026,2,1,0.195,No,Medium Risk
C103805,0.6,07-06-2026,1,6,0.135,No,Medium Risk
C103806,1.3,08-06-2026,1,6,0.135,Yes,Medium Risk
C103807,1,20-06-2026,0,7,0.135,No,Low Risk
C103808,0.6,26-05-2026,0,12,0.135,No,Low Risk
C103809,0.3,29-04-2026,1,10,0.135,No,Medium Risk
C103810,0.8,16-06-2026,2,10,0.16,No,Medium Risk
C103811,0.9,11-05-2026,0,11,0.135,No,Low Risk
C103812,1.1,12-06-2026,1,6,0.135,No,Medium Risk
C103813,0.9,12-06-2026,1,11,0.135,No,Medium Risk
C103814,1.2,29-06-2026,1,11,0.135,No,Medium Risk
C103815,0.7,11-04-2026,1,10,0.135,Yes,Medium Risk
C103816,1.2,30-06-2026,1,21,0.135,No,Medium Risk
C103817,1,28-06-2026,1,13,0.135,No,Medium Risk
C103818,1.1,27-05-2026,2,17,0.16,No,Medium Risk
C103819,1.8,10-06-2026,0,12,0.135,No,Low Risk
C103820,1,29-06-2026,0,9,0.135,No,Low Risk
C103821,0.9,26-06-2026,1,6,0.135,No,Medium Risk
C103822,0.7,02-06-2026,1,10,0.135,No,Medium Risk
C103823,0.5,01-06-2026,0,12,0.135,No,Low Risk
C103824,1.3,28-06-2026,1,1,0.17,No,Medium Risk
C103825,0.8,11-06-2026,2,6,0.16,No,Medium Risk
C103826,0.9,30-05-2026,1,6,0.135,No,Medium Risk
C103827,0.7,18-05-2026,1,6,0.135,No,Medium Risk
C103828,1.1,25-06-2026,1,5,0.135,Yes,Medium Risk
C103829,0.5,27-05-2026,1,3,0.17,No,Medium Risk
C103830,0.8,10-03-2026,2,16,0.185,Yes,Medium Risk
C103831,1.1,16-06-2026,0,6,0.135,No,Low Risk
C103832,0.8,09-06-2026,1,8,0.135,No,Medium Risk
C103833,0.9,19-05-2026,1,14,0.135,Yes,Medium Risk
C103834,0.9,29-06-2026,2,4,0.16,No,Medium Risk
C103835,0.7,18-06-2026,1,10,0.135,No,Medium Risk
C103836,1.1,08-06-2026,1,4,0.135,No,Medium Risk
C103837,1.1,25-06-2026,0,9,0.135,No,Low Risk
C103838,1.1,18-06-2026,6,11,0.16,No,Medium Risk
C103839,1.1,21-06-2026,0,3,0.17,No,Low Risk
C103840,1.1,27-06-2026,1,16,0.135,No,Medium Risk
C103841,0.7,08-04-2026,1,4,0.135,No,Medium Risk
C103842,1.3,18-06-2026,0,15,0.135,No,Low Risk
C103843,0.8,20-04-2026,0,7,0.135,No,Low Risk
C103844,1.1,18-05-2026,1,15,0.135,Yes,Medium Risk
C103845,0.9,22-04-2026,1,9,0.135,No,Medium Risk
C103846,0.7,28-05-2026,0,12,0.135,No,Low Risk
C103847,0.5,26-05-2026,2,14,0.16,No,Medium Risk
C103848,0.8,26-05-2026,1,9,0.135,No,Medium Risk
C103849,0.8,26-06-2026,2,3,0.195,No,Medium Risk
C103850,1.1,14-06-2026,0,8,0.135,No,Low Risk
C103851,0.7,28-05-2026,1,18,0.135,No,Medium Risk
C103852,1,08-05-2026,0,8,0.135,No,Low Risk
C103853,1,21-05-2026,0,16,0.135,No,Low Risk
C103854,1.1,04-06-2026,0,13,0.135,No,Low Risk
C103855,0.6,30-06-2026,0,12,0.135,No,Low Risk
C103856,1.1,03-06-2026,2,7,0.16,No,Medium Risk
C103857,0.6,02-06-2026,0,9,0.135,No,Low Risk
C103858,1,26-06-2026,0,10,0.135,No,Low Risk
C103859,1,25-06-2026,0,1,0.17,No,Low Risk
C103860,0.8,19-06-2026,1,12,0.135,No,Medium Risk
C103861,1,09-06-2026,0,16,0.135,No,Low Risk
C103862,1.2,07-06-2026,1,11,0.135,No,Medium Risk
C103863,0.8,01-06-2026,0,15,0.135,No,Low Risk
C103864,0.9,27-05-2026,1,9,0.135,No,Medium Risk
C103865,0.8,22-06-2026,2,12,0.16,No,Medium Risk
C103866,1.3,23-06-2026,0,11,0.135,No,Low Risk
C103867,0.6,20-05-2026,0,4,0.135,No,Low Risk
C103868,0.8,17-05-2026,3,14,0.16,No,Medium Risk
C103869,1.1,21-06-2026,1,4,0.135,No,Medium Risk
C103870,1.2,28-06-2026,1,8,0.135,No,Medium Risk
C103871,0.7,28-05-2026,1,6,0.135,No,Medium Risk
C103872,1.2,16-06-2026,1,11,0.135,No,Medium Risk
C103873,1.5,01-06-2026,3,2,0.195,No,Medium Risk
C103874,0.7,29-04-2026,2,6,0.16,Yes,Medium Risk
C103875,0.9,28-06-2026,0,12,0.135,No,Low Risk
C103876,0.6,06-06-2026,1,5,0.135,No,Medium Risk
C103877,0.9,11-05-2026,1,16,0.135,No,Medium Risk
C103878,1.3,09-06-2026,1,7,0.135,No,Medium Risk
C103879,0.6,16-05-2026,1,4,0.135,No,Medium Risk
C103880,0.6,22-04-2026,3,9,0.16,No,Medium Risk
C103881,0.6,10-05-2026,0,7,0.135,No,Low Risk
C103882,0.7,27-02-2026,2,10,0.185,No,Medium Risk
C103883,0.6,13-06-2026,0,13,0.135,No,Low Risk
C103884,1.3,18-06-2026,5,11,0.16,Yes,Medium Risk
C103885,1,27-06-2026,0,7,0.135,No,Low Risk
C103886,0.9,30-06-2026,1,4,0.135,No,Medium Risk
C103887,0.8,26-06-2026,1,10,0.135,No,Medium Risk
C103888,0.7,15-06-2026,1,12,0.135,No,Medium Risk
C103889,1.1,10-06-2026,0,13,0.135,Yes,Low Risk
C103890,1.1,19-06-2026,0,13,0.135,No,Low Risk
C103891,0.7,16-06-2026,0,9,0.135,No,Low Risk
C103892,1,27-06-2026,1,4,0.135,No,Medium Risk
C103893,1.1,09-06-2026,0,9,0.135,No,Low Risk
C103894,0.8,29-06-2026,2,13,0.16,No,Medium Risk
C103895,1.2,23-06-2026,0,4,0.135,No,Low Risk
C103896,0.9,11-06-2026,1,12,0.135,No,Medium Risk
C103897,0.9,26-06-2026,0,5,0.135,Yes,Low Risk
C103898,1,29-05-2026,0,10,0.135,No,Low Risk
C103899,0.6,13-06-2026,1,13,0.135,No,Medium Risk
C103900,0.8,11-02-2026,1,7,0.16,No,Medium Risk
C103901,0.8,06-06-2026,1,10,0.135,No,Medium Risk
C103902,0.4,27-02-2026,0,5,0.16,Yes,Low Risk
C103903,0.6,16-04-2026,1,5,0.135,No,Medium Risk
C103904,1.1,01-06-2026,1,8,0.135,No,Medium Risk
C103905,1.1,16-06-2026,1,22,0.135,No,Medium Risk
C103906,1,19-06-2026,0,3,0.17,No,Low Risk
C103907,0.8,09-06-2026,1,13,0.135,No,Medium Risk
C103908,0.8,01-06-2026,0,9,0.135,No,Low Risk
C103909,0.7,01-05-2026,0,6,0.135,No,Low Risk
C103910,1,27-06-2026,2,12,0.16,No,Medium Risk
C103911,0.8,08-05-2026,2,11,0.16,No,Medium Risk
C103912,0.9,16-06-2026,1,15,0.135,No,Medium Risk
C103913,1.1,25-06-2026,2,4,0.16,No,Medium Risk
C103914,0.7,10-05-2026,0,13,0.135,No,Low Risk
C103915,0.6,26-05-2026,2,19,0.16,No,Medium Risk
C103916,0.9,30-05-2026,1,6,0.135,No,Medium Risk
C103917,1.3,07-04-2026,1,10,0.135,No,Medium Risk
C103918,0.6,04-04-2026,1,13,0.135,No,Medium Risk
C103919,1.2,15-06-2026,0,6,0.135,No,Low Risk
C103920,0.8,17-06-2026,0,11,0.135,No,Low Risk
C103921,0.9,15-05-2026,0,8,0.135,No,Low Risk
C103922,0.9,08-06-2026,0,13,0.135,No,Low Risk
C103923,1,19-06-2026,2,9,0.16,No,Medium Risk
C103924,0.7,27-06-2026,0,5,0.135,No,Low Risk
C103925,0.7,09-04-2026,0,11,0.135,No,Low Risk
C103926,0.7,31-03-2026,0,10,0.16,Yes,Low Risk
C103927,0.8,16-03-2026,3,7,0.185,No,Medium Risk
C103928,1.1,28-06-2026,1,15,0.135,No,Medium Risk
C103929,0.8,15-04-2026,1,7,0.135,No,Medium Risk
C103930,1.3,22-05-2026,1,14,0.135,No,Medium Risk
C103931,0.8,12-06-2026,1,12,0.135,No,Medium Risk
C103932,0.7,27-06-2026,0,11,0.135,No,Low Risk
C103933,0.9,05-05-2026,2,6,0.16,No,Medium Risk
C103934,0.7,12-05-2026,0,6,0.135,No,Low Risk
C103935,0.8,14-06-2026,1,3,0.17,No,Medium Risk
C103936,0.8,17-06-2026,1,11,0.135,No,Medium Risk
C103937,1.2,19-04-2026,0,4,0.135,No,Low Risk
C103938,0.8,18-06-2026,1,17,0.135,No,Medium Risk
C103939,0.8,17-04-2026,1,9,0.135,No,Medium Risk
C103940,1.2,19-06-2026,0,14,0.135,No,Low Risk
C103941,1,14-06-2026,0,14,0.135,No,Low Risk
C103942,0.8,16-04-2026,0,8,0.135,Yes,Low Risk
C103943,1.1,26-06-2026,3,5,0.16,No,Medium Risk
C103944,0.9,12-06-2026,3,8,0.16,No,Medium Risk
C103945,0.9,26-06-2026,2,10,0.16,No,Medium Risk
C103946,0.5,12-05-2026,0,11,0.135,No,Low Risk
C103947,0.7,02-05-2026,1,11,0.135,No,Medium Risk
C103948,0.6,12-06-2026,0,10,0.135,No,Low Risk
C103949,0.7,11-06-2026,1,11,0.135,No,Medium Risk
C103950,0.6,21-04-2026,0,11,0.135,No,Low Risk
C103951,0.8,01-05-2026,2,15,0.16,No,Medium Risk
C103952,0.7,17-05-2026,0,6,0.135,Yes,Low Risk
C103953,1,26-06-2026,2,14,0.16,No,Medium Risk
C103954,1.1,04-05-2026,1,10,0.135,No,Medium Risk
C103955,0.7,30-01-2026,1,7,0.16,No,Medium Risk
C103956,0.8,16-06-2026,2,9,0.16,No,Medium Risk
C103957,0.8,08-04-2026,0,0,0.17,No,Low Risk
C103958,1.1,28-06-2026,2,8,0.16,No,Medium Risk
C103959,1.1,27-06-2026,0,7,0.135,No,Low Risk
C103960,0.6,20-02-2026,1,12,0.16,No,Medium Risk
C103961,1.3,21-06-2026,4,6,0.16,No,Medium Risk
C103962,0.5,29-03-2026,3,13,0.185,No,Medium Risk
C103963,0.8,24-06-2026,0,16,0.135,No,Low Risk
C103964,0.7,03-05-2026,1,2,0.17,No,Medium Risk
C103965,1.1,18-06-2026,0,9,0.135,No,Low Risk
C103966,0.9,30-04-2026,0,18,0.135,No,Low Risk
C103967,1.4,19-06-2026,0,15,0.135,No,Low Risk
C103968,1,23-06-2026,0,5,0.135,Yes,Low Risk
C103969,0.7,03-04-2026,1,7,0.135,No,Medium Risk
C103970,0.9,11-06-2026,0,4,0.135,No,Low Risk
C103971,0.8,19-06-2026,0,5,0.135,No,Low Risk
C103972,1.2,18-06-2026,2,10,0.16,Yes,Medium Risk
C103973,1.2,20-05-2026,1,12,0.135,Yes,Medium Risk
C103974,0.9,11-04-2026,0,7,0.135,No,Low Risk
C103975,0.8,12-04-2026,1,2,0.17,No,Medium Risk
C103976,0.8,22-06-2026,2,17,0.16,No,Medium Risk
C103977,0.5,02-03-2026,0,8,0.16,No,Low Risk
C103978,0.8,17-06-2026,0,10,0.135,No,Low Risk
C103979,0.9,05-06-2026,1,4,0.135,No,Medium Risk
C103980,0.7,16-04-2026,3,11,0.16,Yes,Medium Risk
C103981,0.9,26-06-2026,3,9,0.16,Yes,Medium Risk
C103982,1,04-06-2026,2,12,0.16,No,Medium Risk
C103983,0.8,26-06-2026,0,12,0.135,No,Low Risk
C103984,1,21-06-2026,0,13,0.135,No,Low Risk
C103985,0.9,17-05-2026,1,9,0.135,No,Medium Risk
C103986,0.7,17-06-2026,0,13,0.135,No,Low Risk
C103987,0.9,27-06-2026,0,7,0.135,No,Low Risk
C103988,0.9,11-06-2026,0,9,0.135,Yes,Low Risk
C103989,1.3,17-06-2026,1,9,0.135,No,Medium Risk
C103990,0.8,12-06-2026,0,3,0.17,No,Low Risk
C103991,0.8,26-06-2026,0,5,0.135,No,Low Risk
C103992,0.9,10-06-2026,2,14,0.16,No,Medium Risk
C103993,1.1,04-06-2026,0,10,0.135,No,Low Risk
C103994,0.8,14-05-2026,0,5,0.135,No,Low Risk
C103995,0.8,29-06-2026,0,10,0.135,No,Low Risk
C103996,0.8,10-06-2026,0,11,0.135,No,Low Risk
C103997,0.8,16-06-2026,1,4,0.135,No,Medium Risk
C103998,0.8,09-05-2026,2,8,0.16,No,Medium Risk
C103999,0.8,12-04-2026,0,14,0.135,No,Low Risk
C104000,0.7,30-05-2026,0,6,0.135,No,Low Risk
C104001,0.7,30-06-2026,1,9,0.135,Yes,Medium Risk
C104002,0.7,09-06-2026,2,4,0.16,No,Medium Risk
C104003,0.5,27-06-2026,0,6,0.135,No,Low Risk
C104004,1.3,23-06-2026,0,2,0.17,No,Low Risk
C104005,0.9,02-06-2026,2,3,0.195,No,Medium Risk
C104006,0.9,06-03-2026,1,6,0.16,No,Medium Risk
C104007,1.3,01-06-2026,2,9,0.16,No,Medium Risk
C104008,0.9,20-02-2026,0,10,0.16,Yes,Low Risk
C104009,0.8,10-05-2026,1,4,0.135,No,Medium Risk
C104010,1.3,12-06-2026,1,8,0.135,No,Medium Risk
C104011,1.2,14-06-2026,0,14,0.135,Yes,Low Risk
C104012,0.9,26-06-2026,1,14,0.135,Yes,Medium Risk
C104013,0.9,25-05-2026,2,12,0.16,No,Medium Risk
C104014,1,19-06-2026,0,6,0.135,No,Low Risk
C104015,0.9,19-06-2026,1,13,0.135,No,Medium Risk
C104016,1.1,28-05-2026,0,12,0.135,No,Low Risk
C104017,0.6,26-06-2026,0,4,0.135,No,Low Risk
C104018,1.2,15-05-2026,1,6,0.135,No,Medium Risk
C104019,0.7,10-06-2026,1,9,0.135,No,Medium Risk
C104020,0.6,28-06-2026,0,9,0.135,No,Low Risk
C104021,0.7,04-04-2026,2,15,0.16,No,Medium Risk
C104022,0.9,10-06-2026,0,8,0.135,No,Low Risk
C104023,1,26-06-2026,0,13,0.135,No,Low Risk
C104024,0.6,24-05-2026,1,12,0.135,Yes,Medium Risk
C104025,1.1,09-06-2026,1,13,0.135,No,Medium Risk
C104026,0.8,25-05-2026,1,11,0.135,No,Medium Risk
C104027,1.3,23-03-2026,1,7,0.16,No,Medium Risk
C104028,0.8,23-06-2026,0,11,0.135,No,Low Risk
C104029,1.2,22-06-2026,0,5,0.135,No,Low Risk
C104030,0.8,11-04-2026,1,11,0.135,No,Medium Risk
C104031,0.7,23-06-2026,1,11,0.135,No,Medium Risk
C104032,1.1,12-04-2026,1,8,0.135,No,Medium Risk
C104033,1.3,13-06-2026,0,4,0.135,No,Low Risk
C104034,0.8,21-04-2026,0,13,0.135,No,Low Risk
C104035,1.2,15-05-2026,0,9,0.135,No,Low Risk
C104036,0.9,30-06-2026,0,3,0.17,No,Low Risk
C104037,0.7,13-06-2026,1,11,0.135,No,Medium Risk
C104038,0.8,25-04-2026,1,13,0.135,Yes,Medium Risk
C104039,0.8,20-05-2026,1,6,0.135,Yes,Medium Risk
C104040,1.1,12-06-2026,3,12,0.16,Yes,Medium Risk
C104041,1.1,13-06-2026,0,5,0.135,No,Low Risk
C104042,1.2,28-06-2026,0,7,0.135,Yes,Low Risk
C104043,1.1,12-06-2026,1,6,0.135,No,Medium Risk
C104044,1.1,18-06-2026,0,0,0.17,Yes,Low Risk
C104045,0.8,18-06-2026,0,4,0.135,No,Low Risk
C104046,0.7,25-05-2026,2,2,0.195,No,Medium Risk
C104047,1.1,10-04-2026,1,10,0.135,No,Medium Risk
C104048,0.8,07-06-2026,1,7,0.135,No,Medium Risk
C104049,0.8,28-03-2026,1,4,0.16,No,Medium Risk
C104050,0.8,27-06-2026,0,14,0.135,No,Low Risk
C104051,0.8,30-06-2026,0,7,0.135,No,Low Risk
C104052,0.9,13-05-2026,0,11,0.135,No,Low Risk
C104053,0.4,26-06-2026,0,13,0.135,No,Low Risk
C104054,0.8,19-03-2026,0,10,0.16,No,Low Risk
C104055,1.4,25-05-2026,3,16,0.16,No,Medium Risk
C104056,1,19-06-2026,0,4,0.135,No,Low Risk
C104057,0.7,28-06-2026,1,13,0.135,No,Medium Risk
C104058,0.7,21-05-2026,2,6,0.16,Yes,Medium Risk
C104059,0.8,21-06-2026,1,7,0.135,No,Medium Risk
C104060,1.2,24-06-2026,1,7,0.135,No,Medium Risk
C104061,0.9,15-06-2026,2,3,0.195,Yes,Medium Risk
C104062,0.8,16-06-2026,2,8,0.16,No,Medium Risk
C104063,1.2,15-04-2026,2,7,0.16,No,Medium Risk
C104064,0.9,08-06-2026,1,11,0.135,No,Medium Risk
C104065,0.8,04-06-2026,1,12,0.135,No,Medium Risk
C104066,0.8,28-06-2026,1,8,0.135,No,Medium Risk
C104067,0.9,28-06-2026,1,13,0.135,No,Medium Risk
C104068,0.8,28-06-2026,0,10,0.135,No,Low Risk
C104069,0.8,20-05-2026,1,6,0.135,Yes,Medium Risk
C104070,0.6,27-06-2026,0,17,0.135,No,Low Risk
C104071,1.2,02-06-2026,0,8,0.135,No,Low Risk
C104072,1.1,19-05-2026,1,10,0.135,No,Medium Risk
C104073,0.8,26-06-2026,0,9,0.135,No,Low Risk
C104074,1.1,27-06-2026,1,10,0.135,Yes,Medium Risk
C104075,0.5,20-03-2026,2,5,0.185,No,Medium Risk
C104076,0.6,01-05-2026,1,10,0.135,No,Medium Risk
C104077,1.1,14-05-2026,2,4,0.16,No,Medium Risk
C104078,0.8,28-06-2026,1,6,0.135,No,Medium Risk
C104079,1.2,21-05-2026,1,6,0.135,No,Medium Risk
C104080,0.7,17-06-2026,1,5,0.135,No,Medium Risk
C104081,0.7,27-06-2026,0,11,0.135,No,Low Risk
C104082,0.8,28-06-2026,0,6,0.135,Yes,Low Risk
C104083,0.7,18-05-2026,0,4,0.135,No,Low Risk
C104084,0.7,22-04-2026,0,7,0.135,No,Low Risk
C104085,0.8,26-06-2026,1,8,0.135,No,Medium Risk
C104086,1.2,26-06-2026,1,4,0.135,No,Medium Risk
C104087,0.7,21-05-2026,0,10,0.135,Yes,Low Risk
C104088,0.8,14-03-2026,3,7,0.185,No,Medium Risk
C104089,1.2,23-05-2026,0,12,0.135,No,Low Risk
C104090,1.3,10-04-2026,2,6,0.16,No,Medium Risk
C104091,0.6,06-06-2026,1,8,0.135,No,Medium Risk
C104092,0.8,26-03-2026,0,12,0.16,No,Low Risk
C104093,0.7,29-05-2026,1,13,0.135,No,Medium Risk
C104094,1.2,07-06-2026,0,6,0.135,No,Low Risk
C104095,0.9,22-05-2026,0,14,0.135,Yes,Low Risk
C104096,0.6,18-05-2026,0,9,0.135,No,Low Risk
C104097,1.2,25-06-2026,4,5,0.16,Yes,Medium Risk
C104098,0.8,29-06-2026,1,13,0.135,Yes,Medium Risk
C104099,1.1,03-05-2026,1,10,0.135,No,Medium Risk
C104100,1,18-06-2026,0,8,0.135,No,Low Risk
C104101,0.7,12-05-2026,1,6,0.135,No,Medium Risk
C104102,0.8,11-06-2026,1,5,0.135,No,Medium Risk
C104103,0.9,19-05-2026,3,7,0.16,No,Medium Risk
C104104,1.3,29-06-2026,2,5,0.16,No,Medium Risk
C104105,0.8,28-06-2026,0,9,0.135,No,Low Risk
C104106,1.1,12-05-2026,0,7,0.135,No,Low Risk
C104107,0.9,02-05-2026,2,9,0.16,No,Medium Risk
C104108,0.9,23-06-2026,1,10,0.135,No,Medium Risk
C104109,0.9,03-06-2026,0,6,0.135,No,Low Risk
C104110,0.9,01-06-2026,4,9,0.16,No,Medium Risk
C104111,1.1,06-06-2026,2,5,0.16,No,Medium Risk
C104112,0.8,11-04-2026,0,14,0.135,Yes,Low Risk
C104113,0.8,04-06-2026,1,2,0.17,Yes,Medium Risk
C104114,1,20-06-2026,0,13,0.135,No,Low Risk
C104115,0.8,30-06-2026,0,12,0.135,No,Low Risk
C104116,0.8,30-05-2026,1,4,0.135,No,Medium Risk
C104117,1,11-06-2026,1,8,0.135,No,Medium Risk
C104118,1,08-06-2026,3,11,0.16,No,Medium Risk
C104119,0.8,18-06-2026,3,7,0.16,No,Medium Risk
C104120,0.8,29-06-2026,3,14,0.16,No,Medium Risk
C104121,0.3,30-04-2026,1,4,0.135,No,Medium Risk
C104122,1.2,21-06-2026,0,13,0.135,No,Low Risk
C104123,0.8,24-03-2026,1,11,0.16,No,Medium Risk
C104124,0.9,07-06-2026,0,3,0.17,No,Low Risk
C104125,1.2,23-06-2026,1,12,0.135,No,Medium Risk
C104126,1,30-06-2026,0,8,0.135,No,Low Risk
C104127,0.7,23-06-2026,1,12,0.135,No,Medium Risk
C104128,1.1,11-06-2026,1,14,0.135,No,Medium Risk
