loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,loan_date
L401333,C100494,Home,128586.64,10.31,Closed,02-05-2023
L401334,C101341,Auto,386370.45,14.51,Active,16-03-2024
L401335,C100786,Home,832591.97,7.43,Closed,12-07-2024
L401336,C100994,Education,87590.91,10.74,Rejected,02-03-2023
L401337,C100306,Business,135171.94,12.13,Closed,06-03-2026
L401338,C104076,Personal,1209865.72,8.9,Active,24-02-2026
L401339,C102538,Education,144189.34,11.5,Active,21-12-2023
L401340,C102099,Education,432268.93,10.16,Closed,03-05-2023
L401341,C101249,Personal,320372.69,13.04,Closed,08-08-2025
L401342,C103204,Business,2645796.83,14.76,Active,18-01-2023
L401343,C102318,Home,195611,14.76,Closed,23-04-2026
L401344,C103101,Personal,483910.81,9.08,Active,04-07-2025
L401345,C101379,Home,310416.78,12.27,Closed,16-06-2026
L401346,C100340,Personal,800235.36,15.2,Active,25-06-2026
L401347,C104448,Education,388164.58,9.73,Active,16-04-2026
L401348,C102834,Home,662818.88,12.13,Active,03-07-2025
L401349,C103117,Business,507569.4,9.81,Rejected,09-12-2023
L401350,C103748,Home,318082.46,7.54,Rejected,23-12-2024
L401351,C103076,Education,209142.56,10.61,Active,17-06-2026
L401352,C102323,Home,377315.43,11.91,Active,24-12-2023
L401353,C101442,Personal,500758.5,8.51,Closed,07-11-2024
L401354,C104877,Home,613763.53,10.61,Active,13-07-2025
L401355,C100071,Personal,169635.4,8.64,Rejected,18-01-2023
L401356,C104559,Education,150437.4,13.61,Closed,16-06-2025
L401357,C103513,Business,733327.69,13.44,Active,16-01-2023
L401358,C102707,Personal,326454.45,9.99,Active,29-05-2026
L401359,C103452,Education,439727.34,13.11,Active,23-11-2023
L401360,C103262,Personal,1724607.61,11.72,Rejected,29-01-2024
L401361,C102191,Personal,725099.14,8.03,Active,24-04-2026
L401362,C103276,Auto,737203.86,13.4,Active,12-04-2023
L401363,C100774,Home,1120897.1,9.05,Closed,14-07-2023
L401364,C101888,Home,472191.53,13.75,Active,17-09-2023
L401365,C104413,Home,662737.41,7.04,Closed,10-10-2024
L401366,C104850,Home,1505542.82,7.52,Closed,05-12-2025
L401367,C103555,Business,73569.13,12.19,Closed,12-04-2024
L401368,C100242,Auto,242190,11.99,Rejected,16-02-2024
L401369,C101316,Education,951863.82,11.08,Active,09-11-2023
L401370,C102333,Home,663679.33,7.72,Defaulted,11-05-2026
L401371,C102984,Home,689825.94,12.9,Active,10-10-2025
L401372,C101980,Business,163437.35,14.55,Active,04-10-2023
L401373,C103469,Business,1325829.55,8.05,Closed,06-08-2025
L401374,C104780,Auto,1042888.62,11.53,Closed,17-03-2023
L401375,C102747,Auto,523519.19,15.36,Closed,16-11-2023
L401376,C102482,Education,1631421.53,11.51,Closed,18-01-2023
L401377,C103714,Personal,1176983.51,11.72,Closed,19-09-2024
L401378,C100097,Education,157687.71,14.8,Active,15-07-2024
L401379,C101223,Home,602511.79,15.37,Rejected,02-06-2026
L401380,C100150,Education,389363.88,10.31,Closed,29-06-2024
L401381,C104526,Personal,980123.15,13.07,Closed,24-12-2024
L401382,C103808,Personal,989585.64,13.2,Closed,30-06-2023
L401383,C103876,Education,341889.68,7.5,Active,09-08-2024
L401384,C104440,Home,977341.1,8.31,Active,04-02-2023
L401385,C100917,Business,218717.43,10.37,Closed,26-06-2025
L401386,C100910,Business,749335.71,11.07,Defaulted,16-02-2024
L401387,C103015,Home,641074.1,13.4,Closed,16-08-2024
L401388,C100207,Personal,768177.08,14.71,Active,12-04-2024
L401389,C102854,Personal,594558.44,12.32,Active,01-05-2026
L401390,C102753,Auto,487307.39,13.28,Active,23-10-2025
L401391,C101407,Personal,1189361.18,9.36,Rejected,24-01-2025
L401392,C102824,Home,669375.63,10.1,Closed,07-02-2024
L401393,C101171,Auto,1092424.52,13.88,Active,18-03-2024
L401394,C101741,Education,141499.39,7.01,Active,27-09-2023
L401395,C102951,Personal,110712.31,10.61,Defaulted,14-03-2026
L401396,C104935,Home,3488560.93,12.36,Defaulted,03-01-2026
L401397,C104391,Education,1920056.82,12.65,Rejected,19-08-2024
L401398,C103998,Auto,801191.85,7.34,Closed,16-10-2025
L401399,C101322,Education,285654.28,11.69,Active,01-04-2024
L401400,C104192,Auto,166407.96,14.8,Active,18-10-2025
L401401,C100363,Business,529956.48,9.21,Rejected,23-07-2023
L401402,C103015,Education,399092.37,10.3,Closed,18-04-2023
L401403,C104932,Business,836188.07,13.96,Rejected,29-04-2026
L401404,C104205,Personal,1977677.13,11.2,Defaulted,12-01-2024
L401405,C100300,Home,710300.75,13.9,Active,13-11-2025
L401406,C101193,Business,1823238,12.35,Active,27-01-2023
L401407,C103168,Personal,875942.13,10.46,Active,29-07-2024
L401408,C104579,Education,739367.63,14.6,Active,11-08-2024
L401409,C101131,Education,629424.99,14.38,Rejected,15-01-2025
L401410,C102126,Business,887661.22,12.78,Closed,22-09-2023
L401411,C102902,Auto,626682.79,14.38,Active,21-01-2025
L401412,C102231,Auto,133312.75,9.12,Closed,20-01-2025
L401413,C101705,Home,988408.24,7.34,Closed,01-01-2025
L401414,C100605,Business,431541.79,12.67,Closed,13-05-2024
L401415,C103832,Home,502182.86,13.16,Active,27-07-2025
L401416,C102732,Business,1583103.84,10.74,Closed,21-08-2023
L401417,C101356,Home,224437.2,13.94,Active,22-03-2026
L401418,C101633,Personal,159817.59,7.5,Active,23-01-2026
L401419,C101310,Home,666823.34,7.68,Rejected,08-11-2025
L401420,C100281,Personal,669665.06,14.24,Active,10-02-2023
L401421,C102343,Business,473580.26,13.23,Closed,31-07-2024
L401422,C104414,Personal,942755.07,15.31,Closed,11-06-2024
L401423,C101664,Business,795653.47,12.38,Closed,08-08-2023
L401424,C104526,Business,669853.98,8.72,Defaulted,12-08-2024
L401425,C100251,Personal,1044143.68,11.81,Closed,26-07-2023
L401426,C100470,Business,793229.84,9.97,Active,20-03-2025
L401427,C100291,Personal,173437.06,9.65,Rejected,25-01-2024
L401428,C100158,Auto,542719.17,13.44,Active,11-05-2026
L401429,C102327,Home,150962.45,15.25,Active,17-09-2025
L401430,C103914,Home,431830.61,15.4,Closed,27-01-2024
L401431,C102890,Personal,272395.47,12.7,Closed,12-06-2023
L401432,C102568,Business,680306.35,9.43,Active,01-03-2025
L401433,C103174,Home,182076.97,8.65,Active,27-06-2026
L401434,C102715,Home,591291.45,15.31,Active,30-01-2024
L401435,C102669,Personal,1825504.01,13.96,Rejected,04-05-2025
L401436,C101172,Home,959543.19,8.21,Closed,19-06-2023
L401437,C103654,Auto,478157.45,7.15,Closed,25-05-2023
L401438,C102278,Personal,541226.22,7.21,Active,29-08-2023
L401439,C104926,Education,157066.19,7.88,Rejected,31-05-2024
L401440,C101687,Home,152768.16,11.1,Active,13-11-2024
L401441,C103017,Auto,57284.32,10.86,Closed,24-02-2026
L401442,C104970,Personal,438818.47,7.54,Closed,03-04-2025
L401443,C104631,Home,228221.24,10.78,Active,14-02-2025
L401444,C103039,Personal,173174.27,9.25,Active,06-05-2026
L401445,C100496,Auto,1034805.17,10.11,Defaulted,21-12-2025
L401446,C101775,Home,411744.62,10.51,Closed,26-09-2024
L401447,C102115,Education,198627.03,9.96,Active,11-12-2025
L401448,C100450,Auto,356455.96,9.95,Active,03-07-2023
L401449,C101437,Education,159969.83,9.16,Rejected,22-04-2024
L401450,C101303,Personal,345615.7,15.26,Active,24-04-2023
L401451,C100345,Auto,395027.34,13.85,Rejected,20-07-2024
L401452,C100695,Auto,768606.88,13,Rejected,03-03-2024
L401453,C104562,Business,319245.84,14,Closed,04-03-2023
L401454,C102013,Home,354315.65,14.55,Rejected,09-12-2024
L401455,C103299,Personal,227941.83,14.16,Defaulted,22-01-2023
L401456,C100090,Business,273034.73,8.03,Active,28-10-2023
L401457,C101231,Home,718298.73,12.13,Rejected,29-03-2024
L401458,C100583,Auto,441691.01,9.79,Active,07-11-2023
L401459,C103992,Personal,580651.9,13.27,Closed,16-12-2025
L401460,C101473,Auto,388217.55,11.55,Closed,31-01-2023
L401461,C101584,Personal,315915.54,10.88,Active,13-05-2024
L401462,C100852,Home,111747.27,13.97,Defaulted,08-08-2023
L401463,C100277,Home,304411.47,7.48,Closed,26-09-2025
L401464,C102285,Business,61626.03,14.19,Closed,16-11-2025
L401465,C103593,Personal,389175.54,11.86,Closed,02-06-2023
L401466,C104772,Education,548217.15,8.85,Rejected,28-11-2025
L401467,C101338,Business,644542.65,7.42,Defaulted,24-03-2024
L401468,C101031,Personal,593186.33,12.3,Rejected,12-03-2023
L401469,C100956,Home,540837.06,7.21,Active,12-03-2025
L401470,C100931,Business,722633.66,8.48,Closed,18-08-2025
L401471,C101731,Personal,755924.63,12.47,Closed,27-09-2023
L401472,C101015,Home,457862.82,9.41,Active,29-01-2025
L401473,C104416,Auto,300789.45,10.55,Closed,12-08-2024
L401474,C100419,Auto,438556.67,7.6,Closed,10-01-2024
L401475,C102697,Business,2006539.95,10.13,Rejected,13-10-2023
L401476,C102564,Home,576261.08,7.32,Active,24-12-2025
L401477,C104385,Auto,184556.26,9.57,Active,13-12-2024
L401478,C101484,Auto,341585.82,7.24,Closed,01-07-2023
L401479,C101412,Personal,478707.43,9.44,Closed,28-02-2023
L401480,C104514,Auto,1037056.05,10.53,Active,06-03-2024
L401481,C104579,Personal,389028.13,14.21,Defaulted,13-07-2025
L401482,C102690,Home,116631.63,9.9,Closed,05-02-2025
L401483,C101620,Personal,664801.36,15.16,Closed,13-04-2025
L401484,C104446,Home,200883.17,9.77,Active,03-01-2023
L401485,C100682,Home,322393.12,13.46,Rejected,13-01-2025
L401486,C103767,Auto,363545.12,9.26,Closed,24-04-2024
L401487,C104851,Home,363138.26,10.87,Active,30-09-2024
L401488,C102438,Home,1795469.85,7.9,Rejected,01-10-2024
L401489,C102024,Education,151602.74,12.99,Closed,25-06-2024
L401490,C103420,Business,383058.12,10.1,Closed,03-05-2026
L401491,C102302,Business,1256753.8,10.77,Rejected,02-11-2023
L401492,C103348,Home,418665.76,13.54,Active,29-10-2023
L401493,C104100,Home,330425.57,8.1,Active,20-08-2025
L401494,C100429,Personal,936771.36,9.77,Active,27-12-2023
L401495,C101315,Home,556605.4,15.27,Active,09-07-2025
L401496,C103883,Education,128831.12,13.49,Active,07-04-2023
L401497,C102090,Business,1354934.21,14.06,Active,09-09-2025
L401498,C102906,Auto,685472.09,14.88,Closed,07-02-2023
L401499,C100133,Personal,594986.72,15.46,Active,04-09-2025
L401500,C101012,Personal,207665.15,15.15,Closed,04-11-2024
L401501,C102274,Home,1008572.01,14.24,Active,24-03-2024
L401502,C101769,Personal,456891.23,9.5,Active,08-02-2023
L401503,C102410,Business,220891.42,9.49,Closed,23-04-2023
L401504,C101687,Home,826547.07,10.14,Closed,09-04-2025
L401505,C100624,Home,210104.36,14.49,Closed,28-02-2023
L401506,C101372,Business,516427.24,7.7,Closed,23-10-2025
L401507,C100019,Business,445792.67,11.47,Active,27-07-2025
L401508,C101041,Personal,475800.94,8.57,Closed,22-01-2024
L401509,C101105,Education,119900.85,8.25,Closed,23-08-2024
L401510,C100332,Home,654484.03,13.44,Rejected,03-03-2026
L401511,C100268,Auto,284820.68,10.04,Active,18-08-2025
L401512,C101331,Education,800983.74,11.19,Active,30-04-2026
L401513,C102993,Personal,1006470.21,7.69,Active,16-06-2024
L401514,C100960,Auto,513769.59,9.53,Closed,12-04-2026
L401515,C104390,Business,1030791.12,8.97,Active,29-01-2026
L401516,C102101,Home,193805.73,11.04,Active,20-11-2024
L401517,C101123,Auto,455903.04,12.41,Active,04-03-2023
L401518,C103198,Auto,160413.73,8.41,Closed,24-06-2026
L401519,C100967,Business,225300.34,14.53,Active,16-02-2026
L401520,C104892,Auto,843257.57,11.17,Active,12-07-2025
L401521,C103451,Personal,424703.54,14.53,Active,01-12-2025
L401522,C102485,Personal,447175.75,9.55,Closed,15-09-2023
L401523,C100712,Personal,847265.17,13,Active,19-06-2025
L401524,C100479,Personal,1677896.21,11.96,Closed,26-04-2026
L401525,C100412,Home,403741.72,7.85,Active,09-01-2025
L401526,C102285,Personal,402091.33,8.13,Active,19-11-2025
L401527,C101427,Education,765887.85,14.05,Closed,14-04-2025
L401528,C104522,Business,175583.74,7.18,Active,19-02-2026
L401529,C100368,Education,403910.31,13.01,Active,08-05-2026
L401530,C101684,Personal,243681.93,10.81,Active,23-01-2024
L401531,C104176,Education,1702355.8,15.1,Active,31-03-2023
L401532,C103762,Home,637682.32,11.86,Active,11-05-2026
L401533,C100172,Education,223987.97,9.86,Closed,05-01-2023
L401534,C100071,Personal,791102.17,11.99,Closed,24-02-2024
L401535,C102984,Auto,208174.59,12.68,Closed,01-04-2026
L401536,C102116,Personal,668778.26,11.21,Active,16-02-2026
L401537,C103776,Education,2248222.92,14.99,Closed,01-02-2025
L401538,C100062,Home,332970.84,15.18,Closed,28-12-2025
L401539,C104503,Home,165246.77,10.82,Rejected,30-03-2025
L401540,C103055,Home,50000,7.53,Active,13-03-2023
L401541,C103874,Business,119124.21,11.07,Active,21-08-2025
L401542,C101599,Personal,623611.41,10.18,Defaulted,22-06-2024
L401543,C100232,Personal,1300055.54,9.1,Rejected,05-02-2025
L401544,C100391,Auto,536899.57,15.46,Closed,21-01-2026
L401545,C100926,Personal,451864.42,7.96,Closed,24-06-2026
L401546,C101581,Home,452254.84,14.34,Rejected,20-07-2025
L401547,C104127,Personal,1471619.68,8.55,Active,03-06-2024
L401548,C103940,Personal,505730.45,9.91,Rejected,29-11-2024
L401549,C103130,Personal,211594.07,7.92,Active,23-06-2025
L401550,C101937,Home,218334.95,7.02,Active,27-11-2025
L401551,C103779,Personal,88392.98,13.78,Closed,27-03-2025
L401552,C101760,Personal,305451.15,7.37,Active,08-07-2025
L401553,C103825,Home,943880.51,11.35,Active,15-10-2024
L401554,C104202,Home,524128,7.97,Active,13-05-2026
L401555,C102576,Education,852370.05,7.81,Closed,16-04-2023
L401556,C103553,Education,363452.17,7.13,Active,20-02-2023
L401557,C101947,Business,314234.98,10.14,Active,26-12-2024
L401558,C104792,Business,658430.9,11.87,Active,21-03-2025
L401559,C103338,Home,352342.38,9,Defaulted,11-10-2025
L401560,C104013,Personal,93766.75,14.09,Active,06-03-2026
L401561,C102798,Auto,130108.56,7.24,Closed,15-10-2025
L401562,C101390,Education,1697259.95,12.5,Closed,28-08-2025
L401563,C103465,Home,165672.36,14.62,Closed,27-08-2024
L401564,C101974,Personal,604163.38,12.24,Active,08-07-2023
L401565,C101217,Education,289181.89,13.48,Active,06-11-2024
L401566,C104243,Personal,486811.5,8.52,Active,03-02-2026
L401567,C101740,Home,1266465.25,15.47,Closed,02-07-2025
L401568,C103698,Auto,247085.97,14.92,Active,07-03-2024
L401569,C102499,Auto,2390876.31,14.44,Active,03-04-2026
L401570,C104440,Auto,854022.55,10,Closed,29-10-2023
L401571,C104686,Personal,1749532.62,12.35,Active,07-01-2024
L401572,C101263,Home,200990.71,13.21,Closed,10-07-2023
L401573,C104314,Personal,233819.39,9.32,Active,24-02-2026
L401574,C102125,Home,1442115.19,10,Rejected,13-12-2025
L401575,C100714,Education,701518.22,10.33,Active,18-01-2026
L401576,C103920,Personal,1194848.59,10.19,Active,17-02-2024
L401577,C102136,Business,596376.48,15.13,Active,23-10-2025
L401578,C104847,Personal,1291993.3,9.44,Closed,11-03-2025
L401579,C101992,Personal,332075.2,10.9,Active,22-12-2023
L401580,C101507,Home,617319.8,10.53,Active,31-05-2024
L401581,C104738,Personal,511308.06,14.93,Closed,06-08-2023
L401582,C104260,Education,941358.99,11.52,Rejected,05-06-2024
L401583,C102995,Home,586631.07,13.74,Active,14-01-2023
L401584,C101342,Business,335586.74,11,Rejected,10-05-2024
L401585,C103995,Education,268023.68,15.42,Defaulted,29-05-2026
L401586,C100650,Auto,339205.35,13.63,Active,02-08-2024
L401587,C102782,Personal,242668.15,11.94,Active,12-03-2026
L401588,C101360,Education,924570.57,13.84,Active,24-06-2025
L401589,C102977,Personal,1210191.67,12.48,Closed,23-08-2025
L401590,C103789,Home,477763.11,12.48,Active,05-10-2023
L401591,C101523,Home,1208767.31,8.24,Active,30-09-2025
L401592,C101717,Personal,564737.52,12.05,Closed,17-09-2024
L401593,C100049,Personal,994862.19,13.93,Closed,07-07-2025
L401594,C104223,Home,373544.57,10.94,Closed,26-06-2026
L401595,C100465,Home,1503603.49,7.92,Closed,31-01-2026
L401596,C101905,Personal,306545.63,11.4,Closed,11-07-2025
L401597,C102435,Auto,1629890.97,10.5,Rejected,23-01-2024
L401598,C100601,Auto,670717.9,8.33,Rejected,25-07-2024
L401599,C101746,Auto,798827.79,11.81,Active,10-05-2025
L401600,C103909,Personal,419942.29,7.75,Closed,21-05-2023
L401601,C104003,Home,288459.55,8,Active,18-10-2023
L401602,C103923,Business,406680.99,11.67,Active,19-01-2026
L401603,C102325,Education,877291.78,13.2,Closed,20-07-2023
L401604,C103344,Home,713408.98,8.71,Active,23-03-2024
L401605,C104765,Auto,756586.52,14.04,Active,26-06-2025
L401606,C100746,Home,543686.08,14.6,Rejected,21-01-2026
L401607,C103796,Education,1290498.85,14.49,Closed,20-04-2024
L401608,C100964,Personal,438356.11,12.33,Rejected,09-05-2024
L401609,C102882,Home,975071.75,10.42,Active,27-09-2023
L401610,C104035,Home,810171.04,12.27,Closed,18-06-2023
L401611,C104448,Auto,313354.19,11.11,Closed,26-01-2025
L401612,C104465,Auto,1932323.04,8.56,Defaulted,01-05-2023
L401613,C100260,Education,700488.89,13.43,Active,16-04-2024
L401614,C102074,Auto,602680.6,7.5,Closed,21-05-2025
L401615,C103176,Auto,1669251.46,13.46,Closed,25-01-2026
L401616,C101804,Personal,631606.97,7.65,Active,20-09-2023
L401617,C102108,Home,507372.32,12.35,Active,09-01-2023
L401618,C100633,Business,120280.79,9.87,Closed,17-11-2023
L401619,C104902,Personal,892122.05,13.08,Rejected,23-11-2025
L401620,C104672,Auto,972799.44,11.86,Active,08-05-2026
L401621,C100978,Home,700180.81,11.88,Active,20-04-2026
L401622,C104736,Personal,369187.51,12.1,Active,13-02-2024
L401623,C104522,Auto,232133.41,10.3,Closed,20-07-2023
L401624,C102309,Auto,357129.95,10.49,Active,19-06-2024
L401625,C101539,Auto,143159.81,11.11,Closed,11-09-2023
L401626,C103020,Business,356930.93,7.02,Active,04-04-2023
L401627,C100369,Auto,1054930.56,12.87,Active,27-01-2026
L401628,C100429,Education,543124.21,13.99,Active,04-08-2024
L401629,C102250,Auto,573995.58,15.2,Closed,21-10-2025
L401630,C104651,Personal,589301.24,12.67,Closed,20-10-2024
L401631,C101161,Personal,488726.78,11.82,Closed,16-07-2023
L401632,C100469,Business,187648.42,7.21,Active,18-05-2025
L401633,C100824,Personal,90199.05,12.99,Active,18-02-2025
L401634,C104367,Home,504614.45,10.8,Closed,01-06-2024
L401635,C101839,Personal,403716.62,10.2,Rejected,31-07-2025
L401636,C104208,Education,316153.65,12.01,Closed,08-04-2023
L401637,C104010,Auto,704638.72,8.84,Active,06-03-2025
L401638,C101644,Business,1027423.31,9.39,Active,27-08-2023
L401639,C100204,Personal,150573.45,13.25,Active,15-05-2026
L401640,C103352,Home,323599.74,11.4,Rejected,18-08-2023
L401641,C102471,Personal,1556941.81,13.12,Defaulted,26-06-2024
L401642,C104190,Home,292439.1,7.58,Active,27-04-2026
L401643,C102176,Home,1218317.6,9.66,Closed,03-08-2025
L401644,C100549,Personal,633205.82,14.59,Active,15-01-2026
L401645,C103605,Home,299937.65,7.61,Rejected,28-06-2025
L401646,C102721,Education,363563.94,11.16,Closed,08-11-2025
L401647,C104658,Education,92374.29,7.94,Active,31-05-2023
L401648,C101711,Auto,157629.74,10.41,Rejected,17-03-2025
L401649,C103599,Auto,115456.26,12.91,Active,27-11-2025
L401650,C104649,Auto,186318.64,12.44,Active,09-06-2025
L401651,C101099,Personal,794055.02,10.73,Rejected,13-05-2023
L401652,C102402,Personal,333103.97,12.6,Closed,31-12-2023
L401653,C102789,Personal,323936.98,11.92,Closed,30-09-2023
L401654,C104735,Personal,1084066.05,12.97,Rejected,23-01-2025
L401655,C103019,Auto,631664.64,12.86,Rejected,14-10-2025
L401656,C100333,Education,1060700.86,12.44,Active,14-09-2023
L401657,C100940,Education,299291.54,13.4,Active,25-02-2025
L401658,C100704,Auto,181171.06,14.9,Rejected,10-10-2023
L401659,C100079,Personal,541591.49,14.18,Active,10-01-2024
L401660,C100709,Home,352848,7.33,Closed,25-04-2024
L401661,C100874,Personal,207897.11,10.2,Defaulted,04-03-2025
L401662,C104063,Personal,2772168.03,9.57,Active,14-12-2024
L401663,C101304,Personal,524012.34,7.46,Closed,27-03-2026
L401664,C100906,Personal,363514.73,9.61,Closed,25-08-2025
L401665,C104412,Personal,505742.8,8.45,Active,07-09-2025
L401666,C104075,Personal,212039.7,15.08,Active,10-12-2023
L401667,C104130,Personal,860354.2,13.7,Closed,01-04-2026
L401668,C104022,Personal,95024.22,8.35,Active,07-09-2024
L401669,C102510,Auto,432877.78,9.99,Active,25-03-2023
L401670,C103077,Business,222338.65,14.39,Active,16-02-2023
L401671,C100376,Business,398225.93,10.5,Active,25-08-2025
L401672,C101205,Personal,850431.79,12.82,Rejected,22-01-2024
L401673,C100236,Business,306686.15,12.33,Active,16-06-2025
L401674,C104485,Personal,783394.28,8.57,Active,20-10-2024
L401675,C103845,Home,84286.03,13.44,Active,01-08-2025
L401676,C102098,Home,995793.29,7.98,Closed,17-02-2024
L401677,C102575,Home,678492.41,13.59,Closed,06-10-2023
L401678,C103065,Education,1217239.48,9.38,Closed,03-09-2025
L401679,C104617,Auto,636161.3,10.82,Rejected,20-03-2024
L401680,C103568,Personal,65425.31,11.98,Active,03-05-2026
L401681,C102113,Personal,517011.3,9.8,Active,08-04-2024
L401682,C104862,Personal,701282.89,8.6,Active,18-09-2025
L401683,C100746,Business,766541.75,10.65,Closed,16-11-2024
L401684,C103871,Personal,1625024.79,12.58,Active,25-03-2025
L401685,C100548,Auto,262911.96,8.94,Active,18-01-2023
L401686,C100640,Personal,168173.64,8.13,Closed,27-04-2026
L401687,C104643,Business,558277.04,12.29,Closed,09-12-2024
L401688,C104617,Personal,400061.6,7.4,Closed,20-05-2025
L401689,C103979,Education,346406.09,12.33,Closed,10-08-2023
L401690,C101538,Education,487612.29,9.18,Rejected,20-03-2025
L401691,C102142,Personal,351548.43,10.28,Defaulted,09-01-2026
L401692,C101351,Personal,477054.04,11.71,Rejected,10-08-2023
L401693,C101251,Personal,1610571.19,7.63,Active,17-10-2023
L401694,C104527,Personal,842912.53,7.18,Active,15-01-2025
L401695,C101732,Auto,174084.15,15.43,Active,09-07-2025
L401696,C104138,Auto,463248.98,10.65,Active,17-07-2025
L401697,C103814,Auto,361130.02,12.92,Closed,01-12-2023
L401698,C102303,Personal,444632.62,8.71,Defaulted,03-12-2025
L401699,C103232,Auto,346310.8,8.95,Active,03-02-2025
L401700,C103659,Personal,1045598.31,7.17,Active,24-04-2024
L401701,C101260,Personal,231361.44,12.89,Closed,06-01-2024
L401702,C100569,Auto,1468945.95,13.83,Closed,23-11-2023
L401703,C102301,Personal,348849.39,12.83,Rejected,05-10-2025
L401704,C104574,Auto,1085647.7,11.16,Active,11-04-2024
L401705,C102535,Personal,673563.35,14.11,Active,29-11-2024
L401706,C102376,Personal,874262.15,7.79,Closed,30-04-2024
L401707,C104387,Business,153752.21,11.25,Closed,29-04-2025
L401708,C102315,Auto,1359096.99,12.45,Rejected,04-10-2025
L401709,C104849,Business,636938.56,14.18,Rejected,01-12-2024
L401710,C101274,Personal,341014.63,7.38,Active,20-04-2025
L401711,C101025,Home,515300.91,14.91,Active,22-11-2023
L401712,C101728,Personal,251112.21,9.1,Closed,19-07-2023
L401713,C100877,Personal,1317025.75,8.02,Closed,25-06-2024
L401714,C101642,Auto,297806.06,8.49,Closed,17-11-2023
L401715,C102264,Home,695133.31,15.03,Active,11-01-2024
L401716,C104513,Personal,276364.36,10.38,Closed,07-08-2024
L401717,C101057,Home,195423.53,14.95,Active,09-04-2026
L401718,C102498,Home,190044.96,9.46,Rejected,15-10-2023
L401719,C100618,Education,825689.1,8.23,Closed,25-02-2023
L401720,C104745,Home,300530.76,8.48,Rejected,26-10-2024
L401721,C102018,Personal,703676.92,8.19,Active,03-08-2023
L401722,C101265,Auto,348827.25,13.7,Active,07-06-2025
L401723,C101024,Personal,367375.93,8.34,Active,18-05-2026
L401724,C104860,Home,318971.84,10.94,Rejected,06-02-2023
L401725,C101089,Business,1090356.6,11.13,Active,18-05-2026
L401726,C101919,Personal,538725.06,8.13,Active,24-06-2026
L401727,C100241,Business,268915.76,9.88,Active,02-03-2025
L401728,C100377,Home,394240.13,8.12,Closed,10-02-2024
L401729,C104752,Home,675430.03,11.68,Closed,30-10-2024
L401730,C101200,Education,264497.6,10.89,Rejected,11-08-2023
L401731,C100026,Personal,261155.01,13.55,Rejected,25-06-2024
L401732,C100072,Education,270165.18,12.25,Active,22-01-2025
L401733,C102789,Home,436756.84,11.68,Rejected,07-11-2025
L401734,C104476,Auto,478123.74,7.23,Rejected,12-03-2025
L401735,C103163,Home,198477.4,9.6,Rejected,04-10-2025
L401736,C100124,Auto,635268.68,13.37,Active,23-04-2025
L401737,C103094,Education,857409.87,12.84,Active,22-02-2025
L401738,C100351,Personal,996897.98,15.11,Active,11-11-2023
L401739,C102076,Auto,402644.72,12.9,Active,29-11-2024
L401740,C102004,Business,823490.14,7.68,Rejected,03-09-2024
L401741,C103535,Education,530149.58,9.81,Active,17-09-2024
L401742,C102693,Business,440219.85,8.5,Active,20-02-2026
L401743,C103457,Personal,619024.68,15.03,Closed,23-03-2023
L401744,C103812,Auto,1793722.92,10.76,Closed,16-04-2025
L401745,C103498,Personal,573890.75,12.07,Active,26-08-2025
L401746,C104409,Education,1234638.12,10.73,Active,03-05-2024
L401747,C102247,Home,841079.63,10.36,Active,13-01-2026
L401748,C103849,Home,844565.73,9.93,Closed,27-03-2024
L401749,C104053,Personal,393571.25,14.79,Active,25-08-2025
L401750,C103402,Education,661153.36,14.8,Active,28-07-2023
L401751,C101282,Home,348420.95,9.25,Closed,21-07-2023
L401752,C103611,Auto,565418.12,12.22,Closed,22-05-2023
L401753,C104166,Personal,83601.14,8.88,Active,28-04-2023
L401754,C101236,Home,974940.14,14.42,Active,04-05-2024
L401755,C104773,Personal,243427.86,10.26,Rejected,29-08-2025
L401756,C101017,Auto,545264.92,11.83,Closed,23-04-2023
L401757,C101136,Business,402041.67,7.93,Active,05-07-2024
L401758,C103616,Auto,125436.54,11.35,Active,23-10-2024
L401759,C102458,Auto,483404.2,10.74,Rejected,21-03-2025
L401760,C102733,Personal,157617.39,13.05,Closed,18-10-2023
L401761,C102425,Personal,280835.18,13.12,Active,01-07-2023
L401762,C103978,Personal,379673.04,10.5,Active,18-04-2023
L401763,C104588,Personal,888947.31,8.75,Active,12-02-2023
L401764,C101154,Auto,127270.94,11.16,Closed,06-09-2025
L401765,C101690,Auto,1679507.57,9.95,Rejected,23-07-2023
L401766,C100207,Business,950328.25,13.59,Closed,09-01-2026
L401767,C101331,Personal,278747.7,11.74,Rejected,05-07-2024
L401768,C102577,Business,693563.87,11.53,Closed,31-01-2024
L401769,C103827,Auto,552903.4,13.52,Closed,14-01-2026
L401770,C103004,Education,256522.81,9.43,Rejected,04-10-2025
L401771,C101766,Personal,281354.61,13.24,Closed,06-06-2025
L401772,C102733,Education,91063.24,10.11,Rejected,19-09-2023
L401773,C101223,Home,344225.97,15.41,Rejected,21-06-2023
L401774,C103522,Home,618627.3,10.05,Active,25-09-2024
L401775,C101029,Personal,170988.84,14.98,Closed,26-04-2023
L401776,C100964,Business,509320.68,14.16,Defaulted,29-12-2023
L401777,C104665,Personal,829063.37,15.11,Rejected,18-10-2025
