complaint_id,customer_id,complaint_date,category,resolution_days,satisfaction_score
CP503347,C101812,07-08-2025,Service,14,3
CP503348,C101332,17-11-2025,Loan Issue,9,2
CP503349,C100331,13-02-2026,App/Internet Banking,2,5
CP503350,C101720,17-05-2025,Transaction Issue,15,4
CP503351,C101004,30-03-2026,App/Internet Banking,1,4
CP503352,C100053,05-08-2025,Transaction Issue,7,3
CP503353,C100866,31-12-2025,Fraud/Security,10,2
CP503354,C101821,02-05-2025,Transaction Issue,4,5
CP503355,C103162,29-04-2025,Service,2,4
CP503356,C102613,11-02-2026,Fraud/Security,11,3
CP503357,C104725,11-01-2026,Loan Issue,14,5
CP503358,C104564,15-09-2025,Transaction Issue,14,1
CP503359,C101304,14-03-2026,Transaction Issue,12,1
CP503360,C100964,18-08-2025,Service,13,4
CP503361,C102443,01-08-2025,Transaction Issue,7,4
CP503362,C101310,27-05-2026,Transaction Issue,14,1
CP503363,C103022,02-11-2025,Service,14,1
CP503364,C102439,27-05-2026,Loan Issue,2,2
CP503365,C100946,03-02-2026,Service,8,4
CP503366,C100936,22-12-2025,Card Issue,8,4
CP503367,C102824,01-03-2025,Service,14,4
CP503368,C101541,30-07-2025,Loan Issue,9,3
CP503369,C104119,26-11-2025,App/Internet Banking,15,2
CP503370,C102176,09-12-2025,Card Issue,7,3
CP503371,C101362,26-08-2025,Loan Issue,1,1
CP503372,C101843,24-03-2026,Transaction Issue,5,4
CP503373,C103469,29-06-2026,Card Issue,3,5
CP503374,C103240,26-01-2025,Service,10,3
CP503375,C102487,20-04-2025,Transaction Issue,2,4
CP503376,C100315,06-06-2025,Card Issue,13,5
CP503377,C101202,28-04-2025,App/Internet Banking,3,5
CP503378,C100508,28-06-2026,Service,1,2
CP503379,C103599,22-06-2025,App/Internet Banking,6,5
CP503380,C100139,16-10-2025,Card Issue,10,3
CP503381,C102350,06-01-2025,Transaction Issue,3,5
CP503382,C103109,03-10-2025,Service,10,5
CP503383,C101968,28-02-2025,Loan Issue,5,1
CP503384,C103155,02-09-2025,Fraud/Security,6,1
CP503385,C100289,06-03-2026,Card Issue,9,5
CP503386,C103051,15-07-2025,Transaction Issue,8,1
CP503387,C101783,15-03-2026,Card Issue,1,5
CP503388,C103651,04-02-2026,App/Internet Banking,15,5
CP503389,C102850,19-03-2025,Card Issue,8,4
CP503390,C104261,10-05-2026,Card Issue,11,3
CP503391,C100998,12-05-2025,Card Issue,10,5
CP503392,C101268,09-05-2026,Transaction Issue,5,3
CP503393,C101879,09-03-2026,Service,14,5
CP503394,C102784,23-01-2026,Fraud/Security,4,3
CP503395,C102234,08-06-2026,Service,14,3
CP503396,C103056,30-04-2026,Loan Issue,3,4
CP503397,C100933,26-03-2025,Service,11,1
CP503398,C103327,30-06-2025,App/Internet Banking,7,5
CP503399,C103884,30-05-2025,Service,5,3
CP503400,C103465,01-06-2025,Service,12,5
CP503401,C103646,04-04-2025,Transaction Issue,10,1
CP503402,C102892,26-07-2025,Fraud/Security,15,4
CP503403,C100096,25-05-2026,Service,10,4
CP503404,C101828,10-05-2026,Fraud/Security,5,1
CP503405,C101491,20-01-2025,Fraud/Security,10,3
CP503406,C104885,11-04-2025,App/Internet Banking,13,3
CP503407,C101179,20-02-2025,Transaction Issue,14,2
CP503408,C104236,09-09-2025,Service,14,4
CP503409,C102833,02-06-2025,Transaction Issue,15,5
CP503410,C103614,04-12-2025,Transaction Issue,13,4
CP503411,C104860,09-04-2026,Card Issue,11,3
CP503412,C101706,29-05-2026,App/Internet Banking,5,4
CP503413,C104790,14-05-2025,Fraud/Security,12,4
CP503414,C101181,27-01-2026,Transaction Issue,11,5
CP503415,C103150,16-05-2025,App/Internet Banking,4,5
CP503416,C103901,13-05-2026,Card Issue,14,2
CP503417,C100432,15-03-2025,Service,15,4
CP503418,C104997,18-01-2026,Card Issue,10,3
CP503419,C103209,09-02-2026,App/Internet Banking,11,4
CP503420,C103715,17-04-2025,Loan Issue,4,4
CP503421,C104203,08-09-2025,Fraud/Security,7,2
CP503422,C101910,01-01-2026,Card Issue,14,1
CP503423,C103830,27-04-2025,Card Issue,12,5
CP503424,C101340,06-01-2026,App/Internet Banking,1,4
CP503425,C101358,03-09-2025,Transaction Issue,2,4
CP503426,C103693,16-04-2026,Card Issue,11,5
CP503427,C103818,16-09-2025,Transaction Issue,8,1
CP503428,C100014,05-08-2025,Transaction Issue,10,3
CP503429,C100629,01-01-2026,Card Issue,14,3
CP503430,C100328,15-10-2025,Transaction Issue,6,4
CP503431,C102051,15-05-2026,App/Internet Banking,12,4
CP503432,C104119,26-06-2025,App/Internet Banking,15,1
CP503433,C103020,27-02-2025,Transaction Issue,1,5
CP503434,C102808,27-05-2026,App/Internet Banking,1,4
CP503435,C101354,14-09-2025,Card Issue,6,5
CP503436,C104651,22-04-2025,Service,3,4
CP503437,C100904,13-01-2026,Service,12,4
CP503438,C104211,23-11-2025,App/Internet Banking,6,4
CP503439,C101974,02-04-2026,Transaction Issue,12,3
CP503440,C100439,28-01-2025,App/Internet Banking,5,2
CP503441,C102659,20-11-2025,Transaction Issue,12,4
CP503442,C100215,03-02-2026,Loan Issue,13,3
CP503443,C102717,05-01-2026,Card Issue,4,4
CP503444,C101512,19-10-2025,Transaction Issue,10,4
CP503445,C104735,14-03-2026,App/Internet Banking,6,2
CP503446,C101942,28-02-2025,Service,6,4
CP503447,C102464,05-12-2025,Card Issue,3,5
CP503448,C100761,14-04-2026,Transaction Issue,8,1
CP503449,C103236,14-07-2025,Card Issue,15,3
CP503450,C101207,23-02-2025,Fraud/Security,5,3
CP503451,C101307,03-09-2025,Service,9,3
CP503452,C102252,11-05-2026,App/Internet Banking,10,3
CP503453,C103427,14-06-2025,Transaction Issue,13,5
CP503454,C102683,14-08-2025,App/Internet Banking,12,5
CP503455,C103440,18-03-2025,Service,4,4
CP503456,C100324,17-01-2025,Transaction Issue,4,4
CP503457,C100790,26-08-2025,Loan Issue,3,5
CP503458,C102572,29-12-2025,Card Issue,7,4
CP503459,C103936,08-01-2026,Loan Issue,3,4
CP503460,C100955,10-03-2025,Service,15,4
CP503461,C102437,22-03-2025,App/Internet Banking,14,5
CP503462,C101351,03-07-2025,Card Issue,8,3
CP503463,C100720,19-09-2025,Fraud/Security,13,4
CP503464,C101287,06-05-2025,App/Internet Banking,9,3
CP503465,C103681,24-04-2026,Transaction Issue,7,2
CP503466,C103584,24-03-2026,Card Issue,15,5
CP503467,C104357,09-05-2025,Loan Issue,3,2
CP503468,C100321,25-03-2026,Service,15,5
CP503469,C104481,10-08-2025,Card Issue,11,5
CP503470,C104569,19-11-2025,Service,9,1
CP503471,C104145,16-06-2025,Card Issue,15,5
CP503472,C101396,16-08-2025,Loan Issue,13,2
CP503473,C102480,13-01-2026,App/Internet Banking,4,4
CP503474,C104989,26-04-2025,App/Internet Banking,1,5
CP503475,C103189,23-02-2026,App/Internet Banking,2,4
CP503476,C100612,08-01-2025,Loan Issue,4,2
CP503477,C102841,13-04-2026,Transaction Issue,5,4
CP503478,C102433,12-04-2025,Card Issue,10,3
CP503479,C102521,23-06-2026,Transaction Issue,10,4
CP503480,C104393,13-01-2025,Transaction Issue,2,4
CP503481,C104216,13-03-2025,Service,4,3
CP503482,C104261,16-10-2025,Card Issue,11,4
CP503483,C101189,05-02-2026,App/Internet Banking,14,5
CP503484,C102505,08-02-2026,Service,4,4
CP503485,C103282,15-02-2026,App/Internet Banking,11,4
CP503486,C103935,14-12-2025,Transaction Issue,2,1
CP503487,C102737,08-05-2026,Loan Issue,4,3
CP503488,C104067,01-07-2025,Fraud/Security,2,3
CP503489,C103458,18-10-2025,App/Internet Banking,10,3
CP503490,C100668,18-05-2025,Service,14,4
CP503491,C100451,10-02-2026,Service,2,4
CP503492,C101331,10-02-2026,App/Internet Banking,8,4
CP503493,C101570,22-02-2026,Transaction Issue,7,2
CP503494,C104325,26-03-2026,App/Internet Banking,3,5
CP503495,C100134,24-05-2026,Transaction Issue,5,3
CP503496,C103887,15-11-2025,Card Issue,8,4
CP503497,C104104,10-07-2025,Card Issue,9,4
CP503498,C102558,29-11-2025,Transaction Issue,5,4
CP503499,C100363,20-12-2025,Card Issue,1,3
CP503500,C104399,05-10-2025,Service,6,1
CP503501,C103371,24-05-2026,Service,7,4
CP503502,C101201,05-02-2026,App/Internet Banking,5,5
CP503503,C100607,24-03-2025,Loan Issue,11,4
CP503504,C102835,24-02-2025,App/Internet Banking,5,1
CP503505,C102211,21-06-2025,Card Issue,14,5
CP503506,C102042,10-04-2025,App/Internet Banking,15,2
CP503507,C102320,11-04-2026,Card Issue,3,5
CP503508,C103236,26-10-2025,Service,10,5
CP503509,C100969,13-04-2025,Transaction Issue,4,4
CP503510,C102958,23-01-2026,Loan Issue,10,5
CP503511,C104783,05-06-2026,Service,14,4
CP503512,C104346,08-05-2026,Transaction Issue,9,2
CP503513,C102107,14-04-2026,Transaction Issue,4,3
CP503514,C103076,30-06-2026,Fraud/Security,15,4
CP503515,C100799,10-03-2026,Card Issue,2,5
CP503516,C104545,25-08-2025,Transaction Issue,11,3
CP503517,C104936,26-02-2026,App/Internet Banking,13,4
CP503518,C103419,01-07-2025,Service,10,4
CP503519,C100932,19-12-2025,Card Issue,3,4
CP503520,C101753,27-01-2026,App/Internet Banking,6,2
CP503521,C103285,13-12-2025,App/Internet Banking,3,4
CP503522,C100324,20-03-2025,Transaction Issue,15,2
CP503523,C104954,01-05-2025,App/Internet Banking,8,3
CP503524,C104038,21-02-2025,Card Issue,3,4
CP503525,C100790,16-05-2025,Loan Issue,4,5
CP503526,C104569,29-04-2026,Service,11,2
CP503527,C103526,08-05-2025,Transaction Issue,5,3
CP503528,C100617,22-02-2026,Transaction Issue,7,4
CP503529,C104178,28-02-2025,Card Issue,9,4
CP503530,C104509,03-04-2025,Card Issue,10,4
CP503531,C101426,16-02-2026,Transaction Issue,11,2
CP503532,C101941,07-03-2025,Transaction Issue,3,2
CP503533,C102260,08-05-2025,Service,6,2
CP503534,C102824,26-10-2025,Card Issue,5,4
CP503535,C103269,22-03-2025,Service,3,1
CP503536,C103266,01-01-2026,Card Issue,14,5
CP503537,C103943,03-04-2026,App/Internet Banking,5,4
CP503538,C100431,12-07-2025,Card Issue,3,5
CP503539,C102094,05-04-2026,Card Issue,11,2
CP503540,C103046,02-07-2025,Service,13,5
CP503541,C100697,08-02-2025,Service,9,2
CP503542,C103828,15-05-2026,Loan Issue,13,4
CP503543,C101212,01-05-2026,Service,3,4
CP503544,C103944,14-09-2025,Transaction Issue,3,5
CP503545,C100819,15-12-2025,Card Issue,10,5
CP503546,C100312,12-03-2026,Transaction Issue,9,4
CP503547,C100706,09-06-2025,Service,6,5
CP503548,C100400,12-02-2025,App/Internet Banking,14,4
CP503549,C103707,21-06-2026,Loan Issue,14,4
CP503550,C100385,23-06-2025,Fraud/Security,9,4
CP503551,C101899,07-12-2025,Service,13,3
CP503552,C100574,26-06-2026,Fraud/Security,3,4
CP503553,C102005,01-03-2026,Transaction Issue,7,2
CP503554,C101876,16-10-2025,Fraud/Security,15,1
CP503555,C104493,17-01-2025,App/Internet Banking,9,2
CP503556,C103998,22-06-2026,App/Internet Banking,1,2
CP503557,C103002,17-03-2025,Service,7,3
CP503558,C101395,03-12-2025,Service,6,1
CP503559,C104976,21-11-2025,App/Internet Banking,13,1
CP503560,C101416,20-02-2026,Loan Issue,2,5
CP503561,C103460,13-01-2026,Service,4,2
CP503562,C102104,21-01-2025,Fraud/Security,1,1
CP503563,C101896,27-01-2026,Card Issue,4,5
CP503564,C102861,22-04-2025,Card Issue,10,3
CP503565,C102704,10-02-2025,Transaction Issue,11,1
CP503566,C103627,04-06-2026,Transaction Issue,9,4
CP503567,C100615,25-09-2025,Card Issue,10,4
CP503568,C100726,20-03-2026,Card Issue,13,5
CP503569,C103589,03-08-2025,Service,8,5
CP503570,C102067,23-05-2026,App/Internet Banking,10,3
CP503571,C102871,26-02-2025,Loan Issue,5,4
CP503572,C102856,20-08-2025,Fraud/Security,10,4
CP503573,C100242,29-07-2025,Card Issue,14,5
CP503574,C100092,14-05-2025,Loan Issue,13,3
CP503575,C101462,15-04-2026,Fraud/Security,3,4
CP503576,C103303,28-11-2025,Service,15,1
CP503577,C103188,31-05-2025,Service,3,3
CP503578,C103484,06-02-2025,Loan Issue,15,5
CP503579,C103465,25-03-2025,App/Internet Banking,12,3
CP503580,C104268,21-07-2025,App/Internet Banking,7,2
CP503581,C100133,04-12-2025,Transaction Issue,14,4
CP503582,C101358,12-08-2025,Service,8,2
CP503583,C101998,14-10-2025,Transaction Issue,7,1
CP503584,C104680,13-07-2025,Card Issue,6,5
CP503585,C104121,30-01-2025,Transaction Issue,6,4
CP503586,C103007,06-03-2026,Fraud/Security,10,5
CP503587,C103961,06-06-2025,Transaction Issue,11,5
CP503588,C101316,13-05-2025,Card Issue,13,5
CP503589,C102666,12-05-2026,Card Issue,9,3
CP503590,C103091,10-03-2026,Fraud/Security,11,5
CP503591,C101969,10-06-2025,Loan Issue,15,4
CP503592,C101608,12-08-2025,Transaction Issue,13,5
CP503593,C104595,25-06-2026,Loan Issue,14,5
CP503594,C104787,26-11-2025,App/Internet Banking,1,4
CP503595,C103009,21-03-2026,Transaction Issue,3,5
CP503596,C102453,25-12-2025,Loan Issue,15,5
CP503597,C102887,01-06-2025,Transaction Issue,15,3
CP503598,C103054,29-01-2025,App/Internet Banking,3,3
CP503599,C101822,20-04-2025,Transaction Issue,3,5
CP503600,C100231,03-11-2025,Card Issue,10,2
CP503601,C103980,02-01-2025,Service,10,4
CP503602,C104616,04-02-2026,Fraud/Security,14,5
CP503603,C102361,08-07-2025,App/Internet Banking,8,3
CP503604,C100834,24-12-2025,App/Internet Banking,12,4
CP503605,C103287,09-04-2026,Transaction Issue,8,4
CP503606,C101233,21-05-2026,Service,8,4
CP503607,C101685,19-02-2026,Card Issue,7,4
CP503608,C103610,14-04-2026,App/Internet Banking,11,4
CP503609,C101687,31-05-2026,App/Internet Banking,2,5
CP503610,C101636,17-02-2026,Loan Issue,5,1
CP503611,C100736,18-04-2026,Loan Issue,13,3
CP503612,C100636,12-12-2025,Transaction Issue,13,2
CP503613,C100216,08-06-2026,Loan Issue,4,2
CP503614,C102967,05-01-2026,Fraud/Security,6,4
CP503615,C103981,10-04-2025,Service,10,3
CP503616,C103838,29-07-2025,Loan Issue,8,4
CP503617,C104463,15-02-2025,Card Issue,10,5
CP503618,C100839,11-04-2025,App/Internet Banking,3,4
CP503619,C101395,12-03-2025,App/Internet Banking,6,4
CP503620,C100718,27-03-2025,App/Internet Banking,10,3
CP503621,C101878,30-12-2025,Service,7,4
CP503622,C104996,19-07-2025,Loan Issue,9,2
CP503623,C102691,25-01-2025,Service,4,3
CP503624,C102066,04-02-2026,Transaction Issue,11,3
CP503625,C103500,18-03-2025,Fraud/Security,13,2
CP503626,C100882,22-01-2025,App/Internet Banking,9,4
CP503627,C103740,06-05-2025,Transaction Issue,1,4
CP503628,C101641,08-10-2025,Loan Issue,11,2
CP503629,C101104,27-06-2025,Transaction Issue,3,4
CP503630,C100977,03-07-2025,Transaction Issue,10,1
CP503631,C103022,15-09-2025,App/Internet Banking,12,4
CP503632,C104443,04-10-2025,Service,8,2
CP503633,C104809,03-11-2025,Transaction Issue,4,4
CP503634,C100248,07-04-2026,Transaction Issue,8,4
CP503635,C104680,18-04-2025,Card Issue,11,4
CP503636,C103515,09-07-2025,Service,9,2
CP503637,C100463,26-01-2025,Loan Issue,14,5
CP503638,C103362,09-03-2025,Loan Issue,14,4
CP503639,C100957,18-09-2025,App/Internet Banking,5,2
CP503640,C101236,27-02-2026,Transaction Issue,5,4
CP503641,C104357,23-07-2025,Service,5,2
CP503642,C104923,09-04-2025,Loan Issue,8,5
CP503643,C102796,27-03-2026,Transaction Issue,15,5
CP503644,C100870,09-05-2026,Transaction Issue,2,5
CP503645,C104962,28-06-2025,Transaction Issue,6,5
CP503646,C100843,26-01-2026,Fraud/Security,2,2
CP503647,C103499,19-07-2025,App/Internet Banking,10,3
CP503648,C101964,20-07-2025,App/Internet Banking,4,3
CP503649,C103383,30-01-2026,Service,5,3
CP503650,C101334,07-06-2025,Fraud/Security,3,4
CP503651,C104855,27-03-2025,Service,12,3
CP503652,C102689,26-02-2025,Transaction Issue,4,3
CP503653,C101939,31-01-2026,Service,6,4
CP503654,C102588,22-08-2025,Loan Issue,2,3
CP503655,C100942,01-05-2026,Card Issue,7,2
CP503656,C104916,13-08-2025,Service,11,5
CP503657,C100107,31-01-2026,App/Internet Banking,6,5
CP503658,C101054,04-02-2025,Card Issue,13,5
CP503659,C100076,09-04-2026,Transaction Issue,15,3
CP503660,C100101,14-05-2025,Service,15,3
CP503661,C104195,11-05-2025,Loan Issue,10,4
CP503662,C102869,25-12-2025,App/Internet Banking,1,3
CP503663,C104462,21-05-2026,Loan Issue,13,5
CP503664,C104040,08-03-2025,Service,7,2
CP503665,C102339,01-05-2025,Card Issue,2,5
CP503666,C102632,26-08-2025,Service,10,3
CP503667,C104303,01-08-2025,Card Issue,4,3
CP503668,C103868,28-01-2026,Service,8,5
CP503669,C102688,09-02-2025,Card Issue,7,1
CP503670,C104368,18-02-2026,Card Issue,12,5
CP503671,C100008,25-04-2025,Fraud/Security,6,3
CP503672,C101100,28-07-2025,Transaction Issue,13,3
CP503673,C104513,25-05-2026,Transaction Issue,9,2
CP503674,C100176,17-07-2025,Transaction Issue,6,3
CP503675,C101272,24-03-2025,Service,10,5
CP503676,C104386,21-05-2025,Loan Issue,2,3
CP503677,C104333,07-01-2026,Transaction Issue,7,4
CP503678,C103044,05-02-2026,Loan Issue,15,5
CP503679,C101657,12-02-2026,Loan Issue,8,1
CP503680,C102781,07-06-2026,App/Internet Banking,3,4
CP503681,C101860,17-02-2025,Service,11,5
CP503682,C104168,19-11-2025,App/Internet Banking,4,4
CP503683,C102597,09-12-2025,Transaction Issue,10,4
CP503684,C103530,22-06-2025,App/Internet Banking,11,3
CP503685,C101653,25-09-2025,Card Issue,5,5
CP503686,C104294,08-12-2025,Service,9,2
CP503687,C100233,06-10-2025,App/Internet Banking,10,5
CP503688,C102930,19-11-2025,Service,2,4
CP503689,C103907,01-12-2025,App/Internet Banking,12,4
CP503690,C101451,12-03-2026,Transaction Issue,9,2
CP503691,C100533,09-02-2025,Card Issue,13,3
CP503692,C100763,20-12-2025,Fraud/Security,12,5
CP503693,C104541,24-06-2025,App/Internet Banking,5,5
CP503694,C101366,21-08-2025,Service,10,3
CP503695,C103093,02-05-2026,App/Internet Banking,7,3
CP503696,C101502,13-10-2025,Transaction Issue,5,4
CP503697,C103804,17-10-2025,Loan Issue,14,4
CP503698,C102554,18-06-2026,App/Internet Banking,9,1
CP503699,C102116,08-03-2026,Loan Issue,8,3
CP503700,C100148,21-08-2025,Loan Issue,14,5
CP503701,C100239,08-11-2025,Loan Issue,1,5
CP503702,C103605,16-02-2026,App/Internet Banking,5,4
CP503703,C102175,12-02-2026,Card Issue,4,5
CP503704,C101445,03-01-2026,Transaction Issue,9,4
CP503705,C100895,14-05-2026,App/Internet Banking,10,5
CP503706,C100669,30-12-2025,App/Internet Banking,11,5
CP503707,C104450,11-04-2025,Service,6,4
CP503708,C104072,30-03-2025,Fraud/Security,9,4
CP503709,C104951,14-03-2026,Card Issue,8,4
CP503710,C100349,28-07-2025,Transaction Issue,15,3
CP503711,C102998,25-09-2025,App/Internet Banking,2,4
CP503712,C101178,24-02-2026,App/Internet Banking,15,4
CP503713,C102144,14-05-2026,Loan Issue,12,3
CP503714,C101635,27-05-2025,Transaction Issue,4,5
CP503715,C104327,20-01-2026,Service,3,2
CP503716,C100603,21-08-2025,Service,13,5
CP503717,C101133,22-05-2026,Service,11,3
CP503718,C104176,21-06-2026,Service,2,4
CP503719,C104194,17-12-2025,Transaction Issue,11,3
CP503720,C103509,26-06-2026,Card Issue,1,4
CP503721,C103644,08-05-2026,Card Issue,4,5
CP503722,C103453,09-11-2025,Service,6,3
CP503723,C102889,12-02-2026,Loan Issue,15,2
CP503724,C100937,17-11-2025,Transaction Issue,13,5
CP503725,C101291,10-01-2026,Service,12,4
CP503726,C102329,12-09-2025,App/Internet Banking,5,5
CP503727,C100291,07-05-2025,Transaction Issue,13,4
CP503728,C103153,22-02-2026,Service,2,5
CP503729,C100267,06-05-2025,Service,2,4
CP503730,C102825,05-01-2026,App/Internet Banking,15,4
CP503731,C101023,21-02-2026,Loan Issue,14,5
CP503732,C101947,19-03-2025,Fraud/Security,4,3
CP503733,C101638,30-03-2026,Transaction Issue,8,2
CP503734,C101830,13-05-2025,Service,6,4
CP503735,C101588,05-05-2026,Fraud/Security,14,4
CP503736,C100645,06-03-2025,Loan Issue,6,5
CP503737,C103399,10-03-2026,Card Issue,5,4
CP503738,C102285,24-01-2026,Card Issue,3,1
CP503739,C103273,12-08-2025,App/Internet Banking,7,4
CP503740,C101889,11-10-2025,Card Issue,3,5
CP503741,C104104,28-03-2025,Transaction Issue,14,4
CP503742,C103191,09-06-2025,Transaction Issue,4,5
CP503743,C101906,04-01-2025,Card Issue,1,2
CP503744,C104060,19-01-2026,Loan Issue,2,3
CP503745,C100744,05-03-2026,Transaction Issue,10,5
CP503746,C101915,07-05-2026,App/Internet Banking,7,3
CP503747,C102121,06-04-2026,App/Internet Banking,14,3
CP503748,C103762,14-04-2026,Transaction Issue,15,4
CP503749,C100270,14-01-2026,Fraud/Security,6,4
CP503750,C100601,09-07-2025,Card Issue,14,3
CP503751,C100643,12-04-2025,App/Internet Banking,15,4
CP503752,C103007,08-07-2025,Transaction Issue,15,5
CP503753,C101338,29-12-2025,Card Issue,3,2
CP503754,C103954,12-08-2025,Card Issue,3,5
CP503755,C103775,09-01-2025,Fraud/Security,6,4
CP503756,C102153,04-12-2025,Loan Issue,15,5
CP503757,C104867,15-07-2025,Service,5,3
CP503758,C100025,16-05-2025,Loan Issue,10,2
CP503759,C102973,26-01-2025,Loan Issue,11,5
CP503760,C100358,11-04-2025,Card Issue,5,3
CP503761,C101164,04-01-2026,Service,14,5
CP503762,C100802,08-03-2025,App/Internet Banking,10,1
CP503763,C103533,12-06-2025,App/Internet Banking,9,5
CP503764,C102025,14-11-2025,Card Issue,1,4
CP503765,C100895,13-03-2026,App/Internet Banking,6,5
CP503766,C103361,04-05-2026,Fraud/Security,15,5
CP503767,C101161,12-09-2025,Card Issue,14,5
CP503768,C104516,28-06-2026,Transaction Issue,8,3
CP503769,C103092,10-05-2026,Card Issue,7,1
CP503770,C103264,16-04-2026,Card Issue,8,3
CP503771,C100364,04-05-2026,Card Issue,5,5
CP503772,C101424,05-09-2025,Service,12,5
CP503773,C104123,25-07-2025,Service,14,5
CP503774,C101279,26-01-2025,Loan Issue,12,5
CP503775,C103254,10-03-2025,Loan Issue,13,3
CP503776,C103633,20-06-2025,Loan Issue,15,5
CP503777,C103484,01-02-2025,Loan Issue,8,2
CP503778,C103189,17-05-2026,Service,9,3
CP503779,C100236,16-05-2025,Card Issue,7,4
CP503780,C102643,05-09-2025,Card Issue,15,4
CP503781,C101922,22-05-2026,Transaction Issue,5,3
CP503782,C100329,07-05-2025,Service,15,3
CP503783,C101756,01-05-2025,Service,14,4
CP503784,C101210,09-06-2026,App/Internet Banking,6,3
CP503785,C100638,06-08-2025,App/Internet Banking,8,5
CP503786,C100503,03-08-2025,Card Issue,14,2
CP503787,C104021,13-07-2025,Card Issue,1,2
CP503788,C104382,04-03-2025,Card Issue,3,4
CP503789,C104431,05-10-2025,Service,10,3
CP503790,C103838,06-11-2025,Service,15,3
CP503791,C101396,28-08-2025,App/Internet Banking,8,4
CP503792,C102950,25-03-2026,Card Issue,10,5
CP503793,C101622,20-01-2026,App/Internet Banking,10,4
CP503794,C100502,16-03-2026,App/Internet Banking,15,3
CP503795,C101442,21-02-2025,Service,3,4
CP503796,C100784,09-04-2026,App/Internet Banking,15,3
CP503797,C101566,20-01-2026,Loan Issue,8,5
CP503798,C102232,12-04-2026,Transaction Issue,9,4
CP503799,C101833,24-03-2025,App/Internet Banking,3,1
CP503800,C100396,15-05-2025,Service,6,3
CP503801,C100329,02-01-2025,App/Internet Banking,4,3
CP503802,C100321,02-12-2025,Loan Issue,2,4
CP503803,C101307,10-05-2026,Loan Issue,9,3
CP503804,C101085,31-01-2025,Transaction Issue,11,1
CP503805,C100806,12-06-2026,Card Issue,10,4
CP503806,C102068,06-06-2026,Transaction Issue,4,2
CP503807,C100273,21-09-2025,Transaction Issue,14,4
CP503808,C100014,06-11-2025,Service,6,5
CP503809,C101630,02-07-2025,Transaction Issue,1,1
CP503810,C102410,02-07-2025,Fraud/Security,5,5
CP503811,C101593,20-08-2025,Card Issue,15,4
CP503812,C103112,15-07-2025,Card Issue,15,2
CP503813,C100129,28-04-2026,Loan Issue,10,4
CP503814,C104753,26-06-2025,Transaction Issue,4,4
CP503815,C102906,30-04-2026,App/Internet Banking,15,3
CP503816,C103354,15-10-2025,Service,1,2
CP503817,C104785,23-09-2025,App/Internet Banking,11,2
CP503818,C103770,04-09-2025,Transaction Issue,10,5
CP503819,C102214,10-05-2025,Service,4,4
CP503820,C101005,20-11-2025,Card Issue,1,3
CP503821,C103305,09-11-2025,App/Internet Banking,7,4
CP503822,C102406,12-01-2025,Loan Issue,13,5
CP503823,C103140,24-01-2026,Service,7,1
CP503824,C102672,21-01-2025,Service,5,5
CP503825,C102886,11-12-2025,Card Issue,2,4
CP503826,C101000,19-06-2026,Transaction Issue,6,3
CP503827,C103588,06-11-2025,App/Internet Banking,3,5
CP503828,C102427,20-05-2025,Fraud/Security,1,5
CP503829,C101021,25-04-2025,Fraud/Security,12,5
CP503830,C100887,04-01-2025,App/Internet Banking,12,2
CP503831,C101712,19-11-2025,Transaction Issue,3,5
CP503832,C104725,19-11-2025,Card Issue,8,3
CP503833,C102357,15-01-2025,Transaction Issue,5,3
CP503834,C100833,29-09-2025,Service,9,5
CP503835,C102373,23-06-2026,Service,9,5
CP503836,C100564,08-11-2025,Transaction Issue,11,4
CP503837,C101685,01-04-2026,Loan Issue,6,3
CP503838,C101337,16-09-2025,Service,10,4
CP503839,C102950,27-12-2025,Service,13,4
CP503840,C104107,15-05-2025,Card Issue,4,5
CP503841,C103577,09-10-2025,App/Internet Banking,4,4
CP503842,C102843,29-03-2025,Fraud/Security,8,2
CP503843,C101594,03-02-2026,Card Issue,5,4
CP503844,C102639,17-08-2025,Card Issue,6,5
CP503845,C104547,16-06-2026,Service,1,4
CP503846,C103869,05-10-2025,Fraud/Security,12,3
CP503847,C100241,28-08-2025,Transaction Issue,2,2
CP503848,C101902,11-03-2025,Service,5,4
CP503849,C102596,08-08-2025,Service,15,4
CP503850,C104110,11-02-2026,Transaction Issue,8,2
CP503851,C104125,23-06-2026,Transaction Issue,8,5
CP503852,C102718,29-06-2025,App/Internet Banking,9,5
CP503853,C104701,08-09-2025,Loan Issue,13,3
CP503854,C104976,30-03-2025,Card Issue,14,4
CP503855,C101837,06-11-2025,Fraud/Security,6,3
CP503856,C102272,21-12-2025,Service,2,5
CP503857,C102153,14-01-2025,Loan Issue,2,4
CP503858,C100998,05-03-2026,Loan Issue,10,2
CP503859,C103818,09-04-2026,Card Issue,10,2
CP503860,C104703,14-04-2025,Fraud/Security,13,2
CP503861,C102697,03-05-2025,App/Internet Banking,7,2
CP503862,C101174,15-05-2026,Service,5,3
CP503863,C103620,01-03-2025,Loan Issue,12,4
CP503864,C100776,06-06-2026,Service,11,3
CP503865,C104707,20-10-2025,App/Internet Banking,1,5
CP503866,C103375,13-12-2025,Service,4,5
CP503867,C102352,27-10-2025,Service,1,4
CP503868,C104893,15-06-2025,Transaction Issue,4,2
CP503869,C103670,29-09-2025,Service,2,4
CP503870,C104738,06-01-2025,Fraud/Security,13,5
